Antibody,Virus,Reference,Pubmed ID,IC50,IC80,ID50
10E8/N6,C4118_9,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0039,,
10E8/N6,CAAN5342,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.2362,,
10E8/N6,CAP210_E8,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,1.262,,
10E8/N6,CAP45_G3,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0001,,
10E8/N6,CE0393_C3,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0144,,
10E8/N6,CE1172_H1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.3211,,
10E8/N6,CE1176_A3,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.1005,,
10E8/N6,CE2010_F5,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0344,,
10E8/N6,CE2060_G9,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0016,,
10E8/N6,CNE17,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0033,,
10E8/N6,CNE19,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0217,,
10E8/N6,CNE20,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0009,,
10E8/N6,CNE21,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.1796,,
10E8/N6,CNE30,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.1102,,
10E8/N6,CNE5,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0039,,
10E8/N6,CNE52,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.069,,
10E8/N6,CNE53,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.01,,
10E8/N6,CNE58,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0143,,
10E8/N6,CNE8,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.1457,,
10E8/N6,DU156_12,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0145,,
10E8/N6,DU172_17,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0169,,
10E8/N6,DU422_1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.1262,,
10E8/N6,MS208_A1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0276,,
10E8/N6,P0402_C2_11,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0584,,
10E8/N6,P1981_C5_3,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0145,,
10E8/N6,PVO_4,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.8319,,
10E8/N6,Q23_17,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0419,,
10E8/N6,Q461_E2,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0323,,
10E8/N6,Q769_D22,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.1504,,
10E8/N6,QH0692_42,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.1118,,
10E8/N6,R1166_C1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.2379,,
10E8/N6,R2184_C4,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.7406,,
10E8/N6,R3265_C6,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.2952,,
10E8/N6,REJO4541_67,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0006,,
10E8/N6,RHPA4259_7,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.1625,,
10E8/N6,SC05_8C11_2344,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.1563,,
10E8/N6,SC422_8,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0119,,
10E8/N6,T250_4,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.1333,,
10E8/N6,T251_18,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.2937,,
10E8/N6,T255_34,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0077,,
10E8/N6,T257_31,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0494,,
10E8/N6,T278_50,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,6.374,,
10E8/N6,TRJO4551_58,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.192,,
10E8/N6,TRO_11,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0966,,
10E8/N6,WEAU_D15_410,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.1395,,
10E8/N6,WITO4160_33,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0922,,
10E8/N6,X1193_C1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0003,,
10E8/N6,X1254_C3,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.3906,,
10E8/N6,X1632_S2_B10,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.2655,,
10E8/N6,X2088_C9,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,6.027,,
10E8/N6,X2131_C1_B5,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,6.027,,
10E8/N6,ZM109_4,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0107,,
10E8/N6,ZM135_10A,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0034,,
10E8/N6,ZM197_7,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0506,,
10E8/N6,ZM214_15,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.068,,
10E8/N6,ZM233_6,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0492,,
10E8/N6,ZM246F,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.4184,,
10E8/N6,ZM247_V1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.1537,,
10E8/N6,ZM249_1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.1897,,
10E8/N6,ZM53_12,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.0743,,
10E8/PGDM1400/PRO-140,0013095_2_11,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.002,,
10E8/PGDM1400/PRO-140,001428_2_42,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.014,,
10E8/PGDM1400/PRO-140,0260_V5_C36,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.04,,
10E8/PGDM1400/PRO-140,0815_V3_C3,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.025,,
10E8/PGDM1400/PRO-140,1012_11_TC21_3257,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.019,,
10E8/PGDM1400/PRO-140,1054_07_TC4_1499,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.011,,
10E8/PGDM1400/PRO-140,1056_10_TA11_1826,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.024,,
10E8/PGDM1400/PRO-140,1394_C9G1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.003,,
10E8/PGDM1400/PRO-140,16055_2_3,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.006,,
10E8/PGDM1400/PRO-140,16845_2_22,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.015,,
10E8/PGDM1400/PRO-140,191084_B7_19,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.02,,
10E8/PGDM1400/PRO-140,191955_A11,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.005,,
10E8/PGDM1400/PRO-140,211_9,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.031,,
10E8/PGDM1400/PRO-140,231965_C1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.04,,
10E8/PGDM1400/PRO-140,235_47,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,<0.0001,,
10E8/PGDM1400/PRO-140,249M_B10,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.005,,
10E8/PGDM1400/PRO-140,263_8,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.002,,
10E8/PGDM1400/PRO-140,3016_V5_C45,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.012,,
10E8/PGDM1400/PRO-140,3103_V3_C10,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,1.638,,
10E8/PGDM1400/PRO-140,3301_V1_C24,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.029,,
10E8/PGDM1400/PRO-140,3817_V2_C59,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.012,,
10E8/PGDM1400/PRO-140,6041_V3_C23,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.013,,
10E8/PGDM1400/PRO-140,620345_C1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.002,,
10E8/PGDM1400/PRO-140,62357_14_D3_4589,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.017,,
10E8/PGDM1400/PRO-140,6240_08_TA5_4622,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.027,,
10E8/PGDM1400/PRO-140,6244_13_B5_4567,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,1.305,,
10E8/PGDM1400/PRO-140,6480_V4_C25,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.018,,
10E8/PGDM1400/PRO-140,6535_3,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.005,,
10E8/PGDM1400/PRO-140,6540_V4_C1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.012,,
10E8/PGDM1400/PRO-140,6545_V4_C1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.011,,
10E8/PGDM1400/PRO-140,6811_V7_C18,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.037,,
10E8/PGDM1400/PRO-140,6952_V1_C20,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.006,,
10E8/PGDM1400/PRO-140,703010054_2A2,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.009,,
10E8/PGDM1400/PRO-140,703010200_1E5,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.016,,
10E8/PGDM1400/PRO-140,704809221_1B3,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,1.638,,
10E8/PGDM1400/PRO-140,89_F1_2_25,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.007,,
10E8/PGDM1400/PRO-140,928_28,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.007,,
10E8/PGDM1400/PRO-140,A07412M1_VRC12,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.005,,
10E8/PGDM1400/PRO-140,BF1266_431A,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.011,,
10E8/PGDM1400/PRO-140,BJOX009000_02_4,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.038,,
10E8/PGDM1400/PRO-140,BJOX010000_06_2,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.01,,
10E8/PGDM1400/PRO-140,BJOX015000_11_5,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.077,,
10E8/PGDM1400/PRO-140,BJOX025000_01_1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.013,,
10E8/PGDM1400/PRO-140,BJOX028000_10_3,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.003,,
10E8/PGDM1400/PRO-140,C1080_C3,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.001,,
10E8/PGDM1400/PRO-140,C3347_C11,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.007,,
10E8/PGDM1400/PRO-140,C4118_9,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.011,,
10E8/PGDM1400/PRO-140,CAAN5342,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.04,,
10E8/PGDM1400/PRO-140,CAP210_E8,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.04,,
10E8/PGDM1400/PRO-140,CAP45_G3,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.003,,
10E8/PGDM1400/PRO-140,CE0393_C3,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.002,,
10E8/PGDM1400/PRO-140,CE1172_H1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.008,,
10E8/PGDM1400/PRO-140,CE1176_A3,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.013,,
10E8/PGDM1400/PRO-140,CE2010_F5,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.014,,
10E8/PGDM1400/PRO-140,CE2060_G9,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.001,,
10E8/PGDM1400/PRO-140,CNE17,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.005,,
10E8/PGDM1400/PRO-140,CNE19,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.003,,
10E8/PGDM1400/PRO-140,CNE20,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.002,,
10E8/PGDM1400/PRO-140,CNE21,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.005,,
10E8/PGDM1400/PRO-140,CNE30,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.116,,
10E8/PGDM1400/PRO-140,CNE5,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,<0.0001,,
10E8/PGDM1400/PRO-140,CNE52,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.067,,
10E8/PGDM1400/PRO-140,CNE58,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.005,,
10E8/PGDM1400/PRO-140,CNE8,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.011,,
10E8/PGDM1400/PRO-140,DU156_12,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.002,,
10E8/PGDM1400/PRO-140,DU172_17,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.026,,
10E8/PGDM1400/PRO-140,DU422_1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.012,,
10E8/PGDM1400/PRO-140,MS208_A1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.008,,
10E8/PGDM1400/PRO-140,P0402_C2_11,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.029,,
10E8/PGDM1400/PRO-140,P1981_C5_3,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.003,,
10E8/PGDM1400/PRO-140,PVO_4,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.019,,
10E8/PGDM1400/PRO-140,Q23_17,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.003,,
10E8/PGDM1400/PRO-140,Q461_E2,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.029,,
10E8/PGDM1400/PRO-140,Q769_D22,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.005,,
10E8/PGDM1400/PRO-140,QH0692_42,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.029,,
10E8/PGDM1400/PRO-140,R1166_C1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.034,,
10E8/PGDM1400/PRO-140,R2184_C4,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.01,,
10E8/PGDM1400/PRO-140,R3265_C6,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.006,,
10E8/PGDM1400/PRO-140,REJO4541_67,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.006,,
10E8/PGDM1400/PRO-140,RHPA4259_7,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.053,,
10E8/PGDM1400/PRO-140,SC05_8C11_2344,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.015,,
10E8/PGDM1400/PRO-140,SC422_8,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.004,,
10E8/PGDM1400/PRO-140,T250_4,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.004,,
10E8/PGDM1400/PRO-140,T251_18,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.014,,
10E8/PGDM1400/PRO-140,T255_34,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.004,,
10E8/PGDM1400/PRO-140,T257_31,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.003,,
10E8/PGDM1400/PRO-140,T278_50,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.025,,
10E8/PGDM1400/PRO-140,TRJO4551_58,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.009,,
10E8/PGDM1400/PRO-140,TRO_11,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.007,,
10E8/PGDM1400/PRO-140,WEAU_D15_410,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.003,,
10E8/PGDM1400/PRO-140,WITO4160_33,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.003,,
10E8/PGDM1400/PRO-140,X1193_C1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.001,,
10E8/PGDM1400/PRO-140,X1254_C3,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.119,,
10E8/PGDM1400/PRO-140,X1632_S2_B10,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.015,,
10E8/PGDM1400/PRO-140,X2088_C9,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,>40,,
10E8/PGDM1400/PRO-140,X2131_C1_B5,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,>40,,
10E8/PGDM1400/PRO-140,ZM109_4,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.026,,
10E8/PGDM1400/PRO-140,ZM135_10A,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.005,,
10E8/PGDM1400/PRO-140,ZM197_7,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.007,,
10E8/PGDM1400/PRO-140,ZM214_15,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.022,,
10E8/PGDM1400/PRO-140,ZM233_6,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.001,,
10E8/PGDM1400/PRO-140,ZM246F,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.013,,
10E8/PGDM1400/PRO-140,ZM247_V1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.009,,
10E8/PGDM1400/PRO-140,ZM249_1,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.009,,
10E8/PGDM1400/PRO-140,ZM53_12,Khan et al. J Virol. 92: e00384 (2018) - dataset 1,29976677,0.019,,
10E8/PGT121/PGDM1400.V1,0013095_2_11,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.028,,
10E8/PGT121/PGDM1400.V1,1056_10_TA11_1826,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.15,,
10E8/PGT121/PGDM1400.V1,3103_V3_C10,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.251,,
10E8/PGT121/PGDM1400.V1,3301_V1_C24,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.719,,
10E8/PGT121/PGDM1400.V1,6480_V4_C25,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.072,,
10E8/PGT121/PGDM1400.V1,6540_V4_C1,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.645,,
10E8/PGT121/PGDM1400.V1,6811_V7_C18,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.479,,
10E8/PGT121/PGDM1400.V1,89_F1_2_25,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,>1,,
10E8/PGT121/PGDM1400.V1,BF1266_431A,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.048,,
10E8/PGT121/PGDM1400.V1,CAAN5342,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.517,,
10E8/PGT121/PGDM1400.V1,CE0393_C3,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.112,,
10E8/PGT121/PGDM1400.V1,CNE17,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.381,,
10E8/PGT121/PGDM1400.V1,CNE30,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,>1,,
10E8/PGT121/PGDM1400.V1,CNE58,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.054,,
10E8/PGT121/PGDM1400.V1,DU172_17,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.222,,
10E8/PGT121/PGDM1400.V1,Q23_17,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.004,,
10E8/PGT121/PGDM1400.V1,SC05_8C11_2344,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.728,,
10E8/PGT121/PGDM1400.V1,T250_4,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.007,,
10E8/PGT121/PGDM1400.V1,TRO_11,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.078,,
10E8/PGT121/PGDM1400.V1,WEAU_D15_410,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.176,,
10E8/PGT121/PGDM1400.V1,X1254_C3,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,>1,,
10E8/PGT121/PGDM1400.V1,X2088_C9,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,>1,,
10E8/PGT121/PGDM1400.V1,X2131_C1_B5,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.04,,
10E8/PGT121/PGDM1400.V1,ZM109_4,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.816,,
10E8/PGT121/PGDM1400.V1,ZM197_7,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.493,,
10E8/PGT121/PGDM1400.V1,ZM214_15,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,>1,,
10E8/PGT121/PGDM1400.V1,ZM233_6,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.015,,
10E8/PGT121/PGDM1400.V1,ZM249_1,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,>1,,
10E8/PGT121/PGDM1400.V2,0013095_2_11,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.099,,
10E8/PGT121/PGDM1400.V2,1056_10_TA11_1826,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.136,,
10E8/PGT121/PGDM1400.V2,3103_V3_C10,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,>1,,
10E8/PGT121/PGDM1400.V2,3301_V1_C24,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,>1,,
10E8/PGT121/PGDM1400.V2,6480_V4_C25,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.128,,
10E8/PGT121/PGDM1400.V2,6540_V4_C1,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,>1,,
10E8/PGT121/PGDM1400.V2,6811_V7_C18,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.634,,
10E8/PGT121/PGDM1400.V2,89_F1_2_25,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,>1,,
10E8/PGT121/PGDM1400.V2,BF1266_431A,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.109,,
10E8/PGT121/PGDM1400.V2,CAAN5342,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.496,,
10E8/PGT121/PGDM1400.V2,CE0393_C3,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.315,,
10E8/PGT121/PGDM1400.V2,CNE17,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,>1,,
10E8/PGT121/PGDM1400.V2,CNE30,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,>1,,
10E8/PGT121/PGDM1400.V2,CNE58,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.132,,
10E8/PGT121/PGDM1400.V2,DU172_17,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.159,,
10E8/PGT121/PGDM1400.V2,Q23_17,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.016,,
10E8/PGT121/PGDM1400.V2,SC05_8C11_2344,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.863,,
10E8/PGT121/PGDM1400.V2,T250_4,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.024,,
10E8/PGT121/PGDM1400.V2,TRO_11,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.161,,
10E8/PGT121/PGDM1400.V2,WEAU_D15_410,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.221,,
10E8/PGT121/PGDM1400.V2,X1254_C3,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,>1,,
10E8/PGT121/PGDM1400.V2,X2088_C9,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,>1,,
10E8/PGT121/PGDM1400.V2,X2131_C1_B5,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.046,,
10E8/PGT121/PGDM1400.V2,ZM109_4,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.553,,
10E8/PGT121/PGDM1400.V2,ZM197_7,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.961,,
10E8/PGT121/PGDM1400.V2,ZM214_15,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,>1,,
10E8/PGT121/PGDM1400.V2,ZM233_6,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.015,,
10E8/PGT121/PGDM1400.V2,ZM249_1,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,>1,,
10E8/PGT121/PGDM1400.V3,0013095_2_11,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.013,,
10E8/PGT121/PGDM1400.V3,1056_10_TA11_1826,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.077,,
10E8/PGT121/PGDM1400.V3,3103_V3_C10,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.543,,
10E8/PGT121/PGDM1400.V3,3301_V1_C24,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.592,,
10E8/PGT121/PGDM1400.V3,6480_V4_C25,Khan et al. J Virol. 92: e00384 (2018) - dataset 2,29976677,0.069,,
