Antibody,Virus,Reference,Pubmed ID,IC50,IC80,ID50,Type
0PV-b.01,16845_2_22,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,16936_2_21,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,191821_E6_1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,231965_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,235_47,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,242_14,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,246_F3_C10_2,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,247_23,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,25710_2_43,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.542,2.18,,gp41
0PV-b.01,25711_2_4,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,25925_2_22,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,26191_2_48,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,263_8,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,269_12,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,271_11,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,286_36,Kong et al. Cell 178:567-584.e19 (2019),31348886,6.64,53,,gp41
0PV-b.01,288_38,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,3016_V5_C45,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,3168_V4_C10,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,3301_V1_C24,Kong et al. Cell 178:567-584.e19 (2019),31348886,334,>500,,gp41
0PV-b.01,3326_V4_C3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,3337_V2_C6,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,3365_V2_C20,Kong et al. Cell 178:567-584.e19 (2019),31348886,69,>500,,gp41
0PV-b.01,3415_V1_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,3468_V1_C12,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,3589_V1_C4,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,3637_V5_C3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,3718_3_11,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,3817_V2_C59,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,3873_V1_C24,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,3988_25,Kong et al. Cell 178:567-584.e19 (2019),31348886,35.9,>500,,gp41
0PV-b.01,398_F1_F6_20,Kong et al. Cell 178:567-584.e19 (2019),31348886,9.02,>500,,gp41
0PV-b.01,45_01DG5,Kong et al. Cell 178:567-584.e19 (2019),31348886,92,>500,,gp41
0PV-b.01,57128_VRC15,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,5768_4,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,6095_V1_C10,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,6101_1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,620345_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,6322_V4_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,6405_V4_C34,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,6471_V1_C16,Kong et al. Cell 178:567-584.e19 (2019),31348886,319,>500,,gp41
0PV-b.01,6535_3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,6540_V4_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,6545_V4_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,6631_V3_C10,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,6644_V2_C33,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,6785_V5_C14,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,6838_V1_C35,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,703010217_B6,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,7165_18,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,89_6,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,928_28,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,92BR025_9,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,92RW020_2,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,96ZM651_02,Kong et al. Cell 178:567-584.e19 (2019),31348886,16.1,254,,gp41
0PV-b.01,A03349M1_VRC4A,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,A07412M1_VRC12,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,AC10_29,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,ADA,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,BAL_01,Kong et al. Cell 178:567-584.e19 (2019),31348886,5.71,144,,gp41
0PV-b.01,BAL_26,Kong et al. Cell 178:567-584.e19 (2019),31348886,49.1,355,,gp41
0PV-b.01,BB201_B42,Kong et al. Cell 178:567-584.e19 (2019),31348886,4.6,124,,gp41
0PV-b.01,BB539_2B13,Kong et al. Cell 178:567-584.e19 (2019),31348886,460,>500,,gp41
0PV-b.01,BG1168_1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,BG505_W6M_C2,Kong et al. Cell 178:567-584.e19 (2019),31348886,15.2,42.6,,gp41
0PV-b.01,BG505_W6M_C2_N611Q,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.165,,,gp41
0PV-b.01,BI369_9A,Kong et al. Cell 178:567-584.e19 (2019),31348886,3.43,28.7,,gp41
0PV-b.01,BJOX002000_03_2,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,BJOX009000_02_4,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,BJOX010000_06_2,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,BJOX025000_01_1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,BJOX028000_10_3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,BL01,Kong et al. Cell 178:567-584.e19 (2019),31348886,9.84,89,,gp41
0PV-b.01,BR07,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,BS208_B1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,BX08_16,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,C1080_C3,Kong et al. Cell 178:567-584.e19 (2019),31348886,246,>500,,gp41
0PV-b.01,C2101_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,C3347_C11,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,C4118_9,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CAAN5342,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CAP210_E8,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CAP244_D3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CAP256_SU,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CAP45_G3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CE1176_A3,Kong et al. Cell 178:567-584.e19 (2019),31348886,296,>500,,gp41
0PV-b.01,CH038_12,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CH070_1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CH117_4,Kong et al. Cell 178:567-584.e19 (2019),31348886,10.7,193,,gp41
0PV-b.01,CH119_10,Kong et al. Cell 178:567-584.e19 (2019),31348886,178,>500,,gp41
0PV-b.01,CH181_12,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CM244_EC1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CNE10,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CNE12,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CNE14,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CNE15,Kong et al. Cell 178:567-584.e19 (2019),31348886,79,>500,,gp41
0PV-b.01,CNE19,Kong et al. Cell 178:567-584.e19 (2019),31348886,1.32,6.76,,gp41
0PV-b.01,CNE20,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CNE21,Kong et al. Cell 178:567-584.e19 (2019),31348886,124,>500,,gp41
0PV-b.01,CNE3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CNE30,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CNE31,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CNE4,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CNE40,Kong et al. Cell 178:567-584.e19 (2019),31348886,4.95,40.1,,gp41
0PV-b.01,CNE5,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CNE53,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CNE55,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CNE56,Kong et al. Cell 178:567-584.e19 (2019),31348886,3.19,9.84,,gp41
0PV-b.01,CNE57,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CNE58,Kong et al. Cell 178:567-584.e19 (2019),31348886,246,>500,,gp41
0PV-b.01,CNE59,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CNE7,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,CNE8,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,DJ263_8,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,DU123_06,Kong et al. Cell 178:567-584.e19 (2019),31348886,12.5,>500,,gp41
0PV-b.01,DU151_02,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,DU156_12,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,DU172_17,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,DU422_1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,H086_8,Kong et al. Cell 178:567-584.e19 (2019),31348886,56,>500,,gp41
0PV-b.01,HT593_1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,HXB2,Kong et al. Cell 178:567-584.e19 (2019),31348886,2.09,7.25,,gp41
0PV-b.01,JRCSF,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,JRFL,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,KER2008_12,Kong et al. Cell 178:567-584.e19 (2019),31348886,4.44,44.4,,gp41
0PV-b.01,KER2018_11,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,KNH1209_18,Kong et al. Cell 178:567-584.e19 (2019),31348886,48.4,176,,gp41
0PV-b.01,KO426_T78_10,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,M02138,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,MB201_A1,Kong et al. Cell 178:567-584.e19 (2019),31348886,3.92,54,,gp41
0PV-b.01,MB539_2B7,Kong et al. Cell 178:567-584.e19 (2019),31348886,198,>500,,gp41
0PV-b.01,MI369_A5,Kong et al. Cell 178:567-584.e19 (2019),31348886,26.5,195,,gp41
0PV-b.01,MN_3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,MS208_A1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,MW965_26,Kong et al. Cell 178:567-584.e19 (2019),31348886,10.3,61,,gp41
0PV-b.01,NKU3006_EC1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,P0402_C2_11,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,P1981_C5_3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,PVO_4,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,Q168_A2,Kong et al. Cell 178:567-584.e19 (2019),31348886,95,473,,gp41
0PV-b.01,Q23_17,Kong et al. Cell 178:567-584.e19 (2019),31348886,35.9,200,,gp41
0PV-b.01,Q259_17,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,Q461_E2,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,Q769_D22,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,Q769_H5,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,Q842_D12,Kong et al. Cell 178:567-584.e19 (2019),31348886,74,294,,gp41
0PV-b.01,QH0515_1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,QH0692_42,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,QH209_14M_A2,Kong et al. Cell 178:567-584.e19 (2019),31348886,56,288,,gp41
0PV-b.01,R1166_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,R2184_C4,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,R3265_C6,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,REJO4541_67,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,RHPA4259_7,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,S018_18,Kong et al. Cell 178:567-584.e19 (2019),31348886,23.7,>500,,gp41
0PV-b.01,SC422_8,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,SF162,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,SS1196_1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,T250_4,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,T251_18,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,T253_11,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,T255_34,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,T257_31,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,T266_60,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,T278_50,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,T280_5,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,T33_7,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,TH023_6,Kong et al. Cell 178:567-584.e19 (2019),31348886,5.72,39.1,,gp41
0PV-b.01,TH966_8,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,TH976_17,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,THRO4156,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,TRJO4551_58,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,TRO_11,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,TV1_29,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,TZA125_17,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,TZBD_02,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,UG021_16,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,UG024_2,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,UG037_8,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,WITO4160_33,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,X1193_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,X1254_C3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,X1632_S2_B10,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,X2088_C9,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,X2131_C1_B5,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,X2278_C2_B6,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,YU2,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,ZA012_29,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,ZM106_9,Kong et al. Cell 178:567-584.e19 (2019),31348886,38.5,211,,gp41
0PV-b.01,ZM109_4,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,ZM135_10A,Kong et al. Cell 178:567-584.e19 (2019),31348886,499,>500,,gp41
0PV-b.01,ZM176_66,Kong et al. Cell 178:567-584.e19 (2019),31348886,81,>500,,gp41
0PV-b.01,ZM197_7,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,ZM214_15,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,ZM215_8,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,ZM233_6,Kong et al. Cell 178:567-584.e19 (2019),31348886,476,>500,,gp41
0PV-b.01,ZM249_1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,ZM53_12,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-b.01,ZM55_28A,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41
0PV-c.01,0013095_2_11,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,001428_2_42,Kong et al. Cell 178:567-584.e19 (2019),31348886,491,>500,,gp41 fusion domain
0PV-c.01,0077_V1_C16,Kong et al. Cell 178:567-584.e19 (2019),31348886,68,250,,gp41 fusion domain
0PV-c.01,00836_2_5,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,0260_V5_C36,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,0330_V4_C3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,0439_V5_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,62,287,,gp41 fusion domain
0PV-c.01,0815_V3_C3,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.873,6.01,,gp41 fusion domain
0PV-c.01,0921_V2_C14,Kong et al. Cell 178:567-584.e19 (2019),31348886,148,>500,,gp41 fusion domain
0PV-c.01,16055_2_3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,16845_2_22,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,16936_2_21,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,191821_E6_1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,231965_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,235_47,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,242_14,Kong et al. Cell 178:567-584.e19 (2019),31348886,33,>500,,gp41 fusion domain
0PV-c.01,246_F3_C10_2,Kong et al. Cell 178:567-584.e19 (2019),31348886,267,>500,,gp41 fusion domain
0PV-c.01,247_23,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,25710_2_43,Kong et al. Cell 178:567-584.e19 (2019),31348886,0.459,1.34,,gp41 fusion domain
0PV-c.01,25711_2_4,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,25925_2_22,Kong et al. Cell 178:567-584.e19 (2019),31348886,155,>500,,gp41 fusion domain
0PV-c.01,26191_2_48,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,263_8,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,269_12,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,271_11,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,286_36,Kong et al. Cell 178:567-584.e19 (2019),31348886,8.47,34.4,,gp41 fusion domain
0PV-c.01,288_38,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,3016_V5_C45,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,3168_V4_C10,Kong et al. Cell 178:567-584.e19 (2019),31348886,185,>500,,gp41 fusion domain
0PV-c.01,3301_V1_C24,Kong et al. Cell 178:567-584.e19 (2019),31348886,22.6,136,,gp41 fusion domain
0PV-c.01,3326_V4_C3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,3337_V2_C6,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,3365_V2_C20,Kong et al. Cell 178:567-584.e19 (2019),31348886,39.7,170,,gp41 fusion domain
0PV-c.01,3415_V1_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,3468_V1_C12,Kong et al. Cell 178:567-584.e19 (2019),31348886,47.6,270,,gp41 fusion domain
0PV-c.01,3589_V1_C4,Kong et al. Cell 178:567-584.e19 (2019),31348886,60,280,,gp41 fusion domain
0PV-c.01,3637_V5_C3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,3718_3_11,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,3817_V2_C59,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,3873_V1_C24,Kong et al. Cell 178:567-584.e19 (2019),31348886,77,>500,,gp41 fusion domain
0PV-c.01,3988_25,Kong et al. Cell 178:567-584.e19 (2019),31348886,18.2,130,,gp41 fusion domain
0PV-c.01,398_F1_F6_20,Kong et al. Cell 178:567-584.e19 (2019),31348886,5.61,51,,gp41 fusion domain
0PV-c.01,45_01DG5,Kong et al. Cell 178:567-584.e19 (2019),31348886,51,>500,,gp41 fusion domain
0PV-c.01,57128_VRC15,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,5768_4,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,6095_V1_C10,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,6101_1,Kong et al. Cell 178:567-584.e19 (2019),31348886,138,>500,,gp41 fusion domain
0PV-c.01,620345_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,6322_V4_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,6405_V4_C34,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,6471_V1_C16,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,6535_3,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,6540_V4_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,6545_V4_C1,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,6631_V3_C10,Kong et al. Cell 178:567-584.e19 (2019),31348886,31.9,329,,gp41 fusion domain
0PV-c.01,6644_V2_C33,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,6785_V5_C14,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
0PV-c.01,6838_V1_C35,Kong et al. Cell 178:567-584.e19 (2019),31348886,>500,>500,,gp41 fusion domain
